,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code
1767,1909,13,,801,2400,Dunaújváros,M6 autópálya,70,,POINT (46.96324 18.89292),M6 autópálya 70+100 km.sz. bal,,,3625281445.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,46.96324,18.89292,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1768,1910,13,,855,2510,Dorog,,,0279/8,POINT (47.71047 18.74306),hrsz. 0279/8,,,3633599101.0,,,04:00:00,04:00:00,04:00:00,04:00:00,04:00:00,04:00:00,04:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.71047,18.74306,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1769,1911,13,,187,1239,Budapest,Haraszti út,32/a,,POINT (47.3869 19.1102),Haraszti út 32/A,,,3612843314.0,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.3869,19.1102,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1770,1912,13,,2559,6758,Röszke,M5 autópálya,172,0112/25,POINT (46.18889 19.99583),M5 autópálya 172. km  0112/25 hrsz.,,,3662273990.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,46.18889,19.99583,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1771,1913,13,,4037,9021,Győr,Szent István út,,,POINT (47.68108 17.6254),Szent István út,,,3696320100.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.68108,17.6254,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1772,1914,13,,87,1087,Budapest,Kerepesi út,22,,POINT (47.5 19.1021),Kerepesi út 22.,,,36.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,23:00:00,23:00:00,23:00:00,23:00:00,23:00:00,23:00:00,23:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.5,19.1021,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1773,1915,13,,839,2472,Kajászó,M7 autópálya,33,,POINT (47.30777 18.74463),M7 autópálya 33. kmsz jobb,,,3622454464.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.30777,18.74463,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1774,1916,13,,4340,9700,Szombathely,Csaba út,15,,POINT (47.2272 16.652),Csaba út 15.,,,3694328809.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.2272,16.652,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1775,1917,13,,4310,9631,Hegyfalu,84. sz. főút,,,POINT (47.35991 16.89799),84. sz. főút,,,3695340267.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.35991,16.89799,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1776,1918,13,,4210,9400,Sopron,Lackner Kristóf utca,29,,POINT (47.68723 16.58835),Lackner Kristóf utca 29,,,3699510565.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.68723,16.58835,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1777,1919,13,,125,1135,Budapest,Róbert Károly körút,64-66,,POINT (47.5276 19.0757),Róbert Károly krt. 64-66.,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.5276,19.0757,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1778,1920,13,,4177,9330,Kapuvár,Petőfi major,1,,POINT (47.5898 17.0094),Petőfi major 1,,,3696245141.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.5898,17.0094,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1779,1921,13,,1364,3529,Miskolc,Soltész Nagy Kálmán utca,175,,POINT (48.08304 20.7864),Soltész Nagy Kálmán utca 175.,,,3646313959.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,48.08304,20.7864,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1780,1922,13,,788,2365,Inárcs,M5 autópálya,82,,POINT (47.276 19.32361),M5 autópálya 82. kmsz jobb,,,3629371095.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.276,19.32361,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1781,1923,13,,140,1152,Budapest,Szentmihályi út,131,,POINT (47.5501 19.1385),Szentmihályi út 131.,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.5501,19.1385,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1782,1924,13,,3494,8400,Ajka,Pefőfi utca,,,POINT (47.10307 17.55168),Pefőfi u.,,,3688311354.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.10307,17.55168,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1783,1925,13,,3254,8000,Székesfehérvár,Budai út,,,POINT (47.19533 18.46482),Budai út,,,3622306562.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.19533,18.46482,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1784,1926,13,,112,1117,Budapest,Budafoki út,111-113,,POINT (47.4614 19.05211),Budafoki út 111-113,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.4614,19.05211,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1785,1927,13,,2250,5500,Gyomaendrőd,Fő út,133,,POINT (46.92766 20.81804),Fő út 133/1.,,,3666581740.0,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,46.92766,20.81804,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1786,1928,13,,737,2225,Üllő,Pesti út,1,,POINT (47.37887 19.35756),Pesti út 1,,,3629322464.0,,,04:00:00,04:00:00,04:00:00,04:00:00,04:00:00,04:00:00,04:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.37887,19.35756,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1787,1929,13,,734,2220,Vecsés,Gyáli út,20-22,,POINT (47.39925 19.24829),Gyáli út 20-22.,,,3629350051.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.39925,19.24829,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1788,1930,13,,1707,3980,Sátoraljaújhely,Kazinczy utca,,7602,POINT (48.41323 21.64772),Kazinczy utca hrsz. 7602,,,3647321460.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,48.41323,21.64772,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1789,1931,13,,0,2144,Kistarcsa,Szabadság utca,56,,POINT (47.55106 19.26814),Szabadság u. 56,,,3628470098.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.55106,19.26814,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1790,1932,13,,153,1172,Budapest,Cinkotai út,51,,POINT (47.4942 19.2417),Cinkotai út 51,,,3612570325.0,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.4942,19.2417,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1791,1933,13,,987,2750,Nagykőrös,Ceglédi út,256,,POINT (47.04238 19.78436),Ceglédi út 256,,,3653348119.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.04238,19.78436,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1792,1934,13,,2829,7400,Kaposvár,Füredi út,,,POINT (46.3804 17.7815),Füredi út (5374/22 hrsz.),,,3682313776.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,46.3804,17.7815,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1793,1935,13,,2418,6200,Kiskőrös,Dózsa György utca,99,,POINT (46.62573 19.27422),Dózsa György u. 99,,,3678413100.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,46.62573,19.27422,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1794,1936,13,,740,2234,Maglód,Jászberényi utca,,,POINT (47.44773 19.3627),Jászberényi u.,,,3629325704.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.44773,19.3627,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1795,1937,13,,4134,9200,Mosonmagyaróvár,Kossuth utca,69,,POINT (47.86613 17.26723),Kossuth u. 69,,,3696216878.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.86613,17.26723,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1796,1938,13,,54,1044,Budapest,Váci út,16,,POINT (47.56446 19.07854),Váci út 16,,,36.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,23:00:00,23:00:00,23:00:00,23:00:00,23:00:00,23:00:00,23:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.56446,19.07854,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1797,1939,13,,186,1238,Budapest,Nagykörösi út,349,,POINT (47.4236 19.1594),Nagykörösi út 349,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.4236,19.1594,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1798,1940,13,,3817,8800,Nagykanizsa,Hevesi S. utca,5,,POINT (46.45592 17.01004),Hevesi S. u. 5,,,3693536187.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,46.45592,17.01004,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1799,1941,13,,642,2072,Zsámbék,Herceghalmi út,578/a,,POINT (47.541 18.72369),Herceghalmi út 578/A,,,3623565070.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.541,18.72369,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1800,1942,13,,3639,8600,Siófok,Vak Bottyán út,1,,POINT (46.9021 18.0473),Vak Bottyán út 1,,,3684510715.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,46.9021,18.0473,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1801,1943,13,,1235,3300,Eger,Mátyás Király út,134,,POINT (47.8762 20.382),Mátyás Király út 134,,,3636517181.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.8762,20.382,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1802,1944,13,,3355,8200,Veszprém,Budapesti út,12,,POINT (47.0945 17.9165),Budapesti út 12,,,3688563400.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.0945,17.9165,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1803,1945,13,,97,1098,Budapest,Üllői út,137,,POINT (47.4718 19.1077),Üllői út 137,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.4718,19.1077,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1804,1946,13,,87,1087,Budapest,Könyves Kálmán körút,76,,POINT (47.48497 19.10577),Könyves Kálmán krt. 76,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.48497,19.10577,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1805,1947,13,,111,1116,Budapest,Fehérvári út,166,,POINT (47.4512 19.0388),Fehérvári út 166,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.4512,19.0388,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1806,1948,13,,131,1142,Budapest,Tengerszem utca,61-67,,POINT (47.5348 19.10271),Tengerszem u 61-67.,,,36.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.5348,19.10271,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1807,1949,13,,1759,4031,Debrecen,István út,137,,POINT (47.51569 21.6054),István út 137,,,3652531136.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.51569,21.6054,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1808,1950,13,,1921,4405,Nyíregyháza,Debreceni út,99,,POINT (47.9359 21.7184),Debreceni út 99,,,3642460724.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.9359,21.7184,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1809,1951,13,,96,1097,Budapest,Mester utca,89,,POINT (47.4688 19.0832),Mester utca 89.,,,36.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.4688,19.0832,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1810,1952,13,,4134,9200,Mosonmagyaróvár,1-es út,,,POINT (47.883 17.2436),1-es út,,,3696216610.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.883,17.2436,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1811,1953,13,,635,2063,Óbarok,,,,POINT (47.5033 18.5502),M 1 43. km bal,,,3622704474.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.5033,18.5502,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1812,1954,13,,4362,9730,Kőszeg,Szombathelyi út,2,,POINT (47.37859 16.55787),Szombathelyi út 2,,,3694563116.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.37859,16.55787,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1813,1955,13,,2275,5600,Békéscsaba,Szarvasi út,16-18,,POINT (46.6838 21.0864),Szarvasi út 16-18.,,,3666440455.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,46.6838,21.0864,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1814,1956,13,,660,2096,Üröm,Bécsi utca,2,,POINT (47.585 18.99843),Bécsi u. 2,,,3626550080.0,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,2018-06-14 18:06:06.062009+00:00,,,47.585,18.99843,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1815,1957,13,,4040,9024,Győr,Pápai út,771,,POINT (47.657 17.634),Pápai út 771,,,3696519575.0,,True,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.657,17.634,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
1816,1958,13,,630,2051,Biatorbágy,Kossuth Lajos utca,1/a,,POINT (47.47372 18.83273),Kossuth Lajos u. 1/A,,,,,,,,,,,,,,,,,,,,,2018-06-14 18:06:06.062009+00:00,,,47.47372,18.83273,13,OMV,fuel,"{'amenity': 'fuel', 'brand': 'OMV', 'operator': 'OMV Hungária Kft.', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes'}",https://www.omv.hu,huomvfu
